Yelp URL Slug			san-francisco	la	nyc	chicago	san-diego	san-jose	seattle	boston	austin	las-vegas	philadelphia	portland	houston	sacramento	honolulu	atlanta	oc	denver	dallas	phoenix	miami	minneapolis	new-orleans	st-louis	baltimore	san-antonio-tx	orlando-fl	santa-barbara-ca	santa-cruz-ca-us	san-gabriel-ca	pittsburgh	fort-lauderdale-fl	detroit	charlotte-nc	nashville	columbus-oh	salt-lake-city	providence	milwaukee	kansas-city-mo	indianapolis-in	cincinnati-oh	tucson-az	ann-arbor-mi	fort-worth	raleigh-nc	virginia-beach-va-us	richmond	cleveland	colorado-springs-co	albuquerque	madison	santa-clarita-ca	reno-nv-us	san-fernando-valley-ca	fresno-ca	tacoma-wa-us	jax	ontario-ca	stockton-ca	oklahoma-city	bakersfield-ca	louisville	charleston-sc	vancouver-wa	eugene-or	portland-me	buffalo	sonoma-ca-us	modesto-ca-us	memphis	grand-rapids-mi	omaha-ne-us	worcester-ma	rochester-ny-us	gainesville-fl	savannah-ga	albany-ny-us	birmingham-al	asheville-nc	hartford	wilmington-de	spokane-wa	westchester-county-ny-us	anchorage-ak	boise-id	baton-rouge-la	el-paso-tx	des-moines-ia	syracuse-ny-us	bloomington-in	columbia-sc	little-rock-ar	lexington-ky	naples-fl	tallahassee-fl-us	knoxville-tn	harrisburg-pa	salem-or-us	greenville-sc	fort-myers-fl-us	dayton-oh	lincoln-ne	corpus-christi-tx	chattanooga-tn	tulsa-ok	wichita-ks	springfield-mo	pensacola-fl-us	south-bend-in-us	allentown-pa	huntsville-al	london-on-ca	athens-ga	daytona-beach-fl	springfield-ma	east-lansing-mi	kalamazoo-mi	fairfield-ct	cedar-rapids-ia	toledo-oh-us	rockford-il	fort-wayne-in	lubbock-tx	columbia-mo	akron-oh-us	augusta-ga	columbus-ga	green-bay-wi	montgomery-al	roanoke-va	sioux-falls-sd	ventura-county-ca	appleton-wi	shreveport-la	palm-beach-fl	mobile-al-us	charleston-wv	amarillo-tx	jackson-ms	billings-mt	lakeland-fl	evansville-in	san-angelo-tx	ogden-ut-us	sudbury-ma	beaumont-tx	abilene-tx-us	ocala-fl-us	macon-ga	erie-pa	midland-tx	topeka-ks	youngstown-oh	tampa-bay-fl
Dudleys On Short	1	82.0																																																																																														82																																																													
Home Federal Bank Of Tennessee	1	22.0																																																																																																	22																																																										
Haircut Hartford	1	30.0																																																																																	30																																																																										
Los Agaves	1	65.0																												65																																																																																																																															
Marthas Place	1	58.0																																																																																																																																		58																									
Mai Thai	1	99.0																																																																																						99																																																																					
White Star Ale House	1	53.0																																																																																																																								53																																			
Club Soda	1	75.0																																																																																																																											75																																
Gelato	1	91.0																																																																																																																			91																																								
Asian Restaurant	1	80.0																																																																																																																																																80											
Butch Hiles Brazilian Jiu Jitsu & Mma	1	52.0																																																																																																																																										52																	
Marrakech Gourmet	1	42.0																																																																									42																																																																																		
Via	1	33.0																																																																										33																																																																																	
Best Chinese Restaurant	1	81.0										81																																																																																																																																																	
Artisan	1	38.0																																																																																																																							38																																				
Walkers Grill	1	41.0																																																																																																																																													41														
Private Booths Restaurant	1	68.0																																																																																																																	68																																										
Couple's Massage	1	87.0																			87																																																																																																																																								
Realtor	1	96.0																																																																																																																																			96																								
Night Clubs Downtown	1	75.0				75																																																																																																																																																							
Parkview Hospital	1	64.0																																																																																																																											64																																
Lennies	1	63.0																																																																																											63																																																																
Security First Bank	1	28.0																																																																																																							28																																																				
Midtown Eats	1	69.0																																																						69																																																																																																					
Riverwalk Restaurants	1	3.0																										3																																																																																																																																	
Artichoke Cafe	1	69.0																																																			69																																																																																																								
Swinger Bars	1	78.0																				78																																																																																																																																							
Deals	1	73.0																																																																																																																																																			73								
Bombay Cafe	1	87.0																																																																																											87																																																																
Inn At Little Washington	1	99.0																																															99																																																																																																												
Best Places For Lunch	1	22.0							22																																																																																																																																																				
Barber Shop Ventura County	1	80.0																																																																																																																																					80																						
Blue Spoon	1	99.0																																																																			99																																																																																								
Signature Bank	1	91.0																																																																																																																									91																																		
Sports Bars Sioux Falls	1	83.0																																																																																																																																				83																							
Karaoke Bar	1	9.0																																																																																																												9																																															
Cafe Luna	1	86.0																																																																																															86																																																												
Downtown Bars	1	89.0																				89																																																																																																																																							
Aura	1	32.0																																																																																																																																								32																			
The Shed	1	55.0																																																																																																																																												55															
Medical Marijuana Card	1	95.0																													95																																																																																																																														
Sabor	1	89.0																																																																																																													89																																														
Best Night Club	1	44.0													44																																																																																																																																														
Crunchy's	1	55.0																																																																																																																					55																																						
Nada	1	26.0																																										26																																																																																																																	
Georgia Bank & Trust Company Of	1	26.0																																																																																																																															26																												
Brophy Bros	1	57.0																												57																																																																																																																															
Lunch South Bend	1	5.0																																																																																																														5																																													
Bail Bond Pros	1	54.0																																																																																									54																																																																		
Bars And Lounges Sioux Falls	1	86.0																																																																																																																																				86																							
Angel Heating & Cooling	1	30.0																																																																																																																																																					30						
Millies	1	67.0																																																67																																																																																																											
Gay Cruising Spots	1	84.0																																84																																																																																																																											
Wild Pear	1	79.0																																																																																																			79																																																								
La Capitol Credit Union	1	69.0																																																																																							69																																																																				
Southview Dermatology	1	93.0																																																																															93																																																																												
Beauty Salons Sioux Falls	1	92.0																																																																																																																																				92																							
Urban Standard	1	86.0																																																																															86																																																																												
Merle Norman	1	78.0																																																																																																																											78																																
Nuovo	1	96.0																																																																										96																																																																																	
Niche	1	48.0																								48																																																																																																																																			
Prime 112	1	82.0																					82																																																																																																																																						
Han Dynasty	1	30.0											30																																																																																																																																																
A Lasting Impression Disc Jockey Service	1	35.0																																																																																																							35																																																				
Plan B Burger Bar Hartford	1	87.0																																																																																	87																																																																										
Lucky Tattoo	1	60.0																																																																														60																																																																													
Vandevere Kia	1	44.0																																																																																																																														44																													
Handyman	1	95.0																																																																																																																																																								95			
Lava	1	42.0																																																																																																																								42																																			
Oec	1	14.0																																																																																																																																									14																		
Luigis Restaurant	1	59.0																																																																																																																														59																													
Bankers Trust Company	1	29.0																																																																																									29																																																																		
Steak Hartford	1	39.0																																																																																	39																																																																										
Photographers Ventura County	1	81.0																																																																																																																																					81																						
Tisdale Siding	1	24.0																																																																																																																																											24																
Thrift Store Furniture	1	87.0																																											87																																																																																																																
The Polish Shop	1	38.0																																																																																																																														38																													
Massage Sioux Falls	1	25.0																																																																																																																																				25																							
Janice Spada, Dmd	1	24.0																																																																																																																																																		24									
Coffee Hartford	1	40.0																																																																																	40																																																																										
Tellers	1	95.0																																										95																																																																																																																	
Danish Modern Furniture	1	100.0																									100																																																																																																																																		
The Mac Store	1	77.0																																																																		77																																																																																									
Omphoy Hotel And Resort	1	31.0																																																																																																																																								31																			
Hollis Towing	1	36.0																																																																																																						36																																																					
Craft Store	1	55.0																													55																																																																																																																														
Sava	1	99.0																																												99																																																																																																															
Polo Ralph Lauren Outlet	1	75.0																																																											75																																																																																																
Girl And The Fig	1	31.0																																																																					31																																																																																						
Admiral	1	52.0																																																																																52																																																																											
Garden Grill Cafe	1	48.0																																																																																																											48																																																
Cheap Food Ventura County	1	99.0																																																																																																																																					99																						
Roast	1	24.0																																	24																																																																																																																										
Ed Laub Photo	1	63.0																																																																																																																								63																																			
Loveless Cafe	1	72.0																																			72																																																																																																																								
Modern Optical	1	94.0																																																																																									94																																																																		
Student Prince	1	51.0																																																																																																																				51																																							
Martinis	1	79.0																																																																																																																						79																																					
La Scola	1	93.0																																																																																																																									93																																		
Big Star	1	97.0				97																																																																																																																																																							
Zoom Tan	1	79.0																																																																																																					79																																																						
Grand Cru	1	66.0																																																																																																																													66																														
The Front Room	1	82.0																																																																			82																																																																																								
Firstmerit Bank	1	4.0																																																																																																																														4																													
Puppy Training Classes	1	60.0																		60																																																																																																																																									
The Terminal	1	85.0																																																																																																									85																																																		
Midtown Restaurants	1	2.0																					2																																																																																																																																						
Chow Bar	1	79.0																																																																																											79																																																																
Hot Box Grill	1	54.0																																																																					54																																																																																						
Carpet Cleaning Ventura County	1	21.0																																																																																																																																					21																						
Best Fried Chicken	1	16.0																							16																																																																																																																																				
Highlands Bar & Grill	1	58.0																																																																															58																																																																												
Fancy Restaurant	1	32.0																																																																																																																					32																																						
Ocean Deck	1	40.0																																																																																																																			40																																								
Avanti	1	81.0																													81																																																																																																																														
Copperhead Grill	1	84.0																																																																																																															84																																												
Total Wine	1	91.0																																																																																		91																																																																									
St Johns Restaurant	1	71.0																																																																																																									71																																																		
Rock City	1	83.0																																																																																																									83																																																		
Bodega Taco Bar	1	62.0																																																																																																																							62																																				
La Condesa	1	67.0									67																																																																																																																																																		
Hair Salon Ventura County	1	49.0																																																																																																																																					49																						
Crunchys	1	66.0																																																																																																																					66																																						
Grocery	1	66.0																																																																																																																										66																																	
La Merenda	1	100.0																																							100																																																																																																																				
Thibodeaux	1	39.0																																																																																																																																																			39								
The Little Gym	1	31.0																																																																																														31																																																													
The Roof	1	89.0																																																																																																																												89																															
Salty Sow	1	93.0									93																																																																																																																																																		
Luigi's	1	85.0																																																																																																																																			85																								
Dragon Express	1	75.0																																																																																											75																																																																
Lotus Blossom	1	28.0																																																																																																																																																		28									
Cab Companies	1	16.0											16																																																																																																																																																
Ox And Fin	1	90.0																																																																		90																																																																																									
Waxing Sioux Falls	1	91.0																																																																																																																																				91																							
Touch	1	39.0																																																																																																												39																																															
Liberty Pizza	1	49.0																																																																																										49																																																																	
Dispensaries	1	79.0														79																																																																																																																																													
Mud Bath	1	27.0																																																																					27																																																																																						
Restaurants Hartford	1	1.0																																																																																	1																																																																										
Pizzeria	1	36.0																																																																															36																																																																												
Vivo Hartford	1	94.0																																																																																	94																																																																										
Passion Tea Lounge	1	90.0																														90																																																																																																																													
Spring Creek Dental Care	1	48.0																																																																																																									48																																																		
Fitness Sioux Falls	1	68.0																																																																																																																																				68																							
Craftsman Custom Design	1	99.0																																																																											99																																																																																
Fab Construction	1	16.0																																																																																																						16																																																					
Chai Pani	1	81.0																																																																																81																																																																											
Sabore	1	73.0																																																																												73																																																																															
Skateboard Shops Ventura County	1	84.0																																																																																																																																					84																						
Dave And Busters	1	89.0																																																																																																										89																																																	
Teachers Credit Union South Bend	1	76.0																																																																																																														76																																													
Haircut Cheap	1	10.0																																																				10																																																																																																							
Suda	1	67.0																													67																																																																																																																														
Can Can	1	100.0																																																100																																																																																																											
Smoothies	1	80.0																																																																																									80																																																																		
Love Love Teriyaki	1	69.0																																																																																																			69																																																								
Hanks Seafood Restaurant	1	85.0																																																																85																																																																																											
Restaurants Ventura County	1	2.0																																																																																																																																					2																						
Arnold's Home Improvement	1	36.0																																																																																																																									36																																		
Cafe Dupont	1	91.0																																																																															91																																																																												
Delfina	1	78.0	78																																																																																																																																																										
Bourbon	1	56.0																																																																																														56																																																													
82 Queen	1	34.0																																																																34																																																																																											
Caesars Buffet	1	84.0										84																																																																																																																																																	
Scrubs Store	1	88.0																																																											88																																																																																																
First State Bank Nebraska	1	98.0																																																																																																							98																																																				
Latin Club	1	76.0																																						76																																																																																																																					
Ogan	1	85.0																																																																																																																																	85																										
Acting Classes Ventura County	1	47.0																																																																																																																																					47																						
Star Diner	1	79.0																																																																																																																									79																																		
Typing Certificate	1	98.0																																																												98																																																																																															
Sabio	1	77.0																																																																																														77																																																													
The Pantry	1	80.0																																																																																													80																																																														
Gift Shop Sioux Falls	1	7.0																																																																																																																																				7																							
Internet Cafe	1	51.0																																																																															51																																																																												
Taboo Restaurant And Bar	1	24.0																																																																																																																																								24																			
Best Cuban Sandwich	1	75.0																					75																																																																																																																																						
House Of Prime Rib	1	69.0	69																																																																																																																																																										
Boba Cruz	1	58.0																													58																																																																																																																														
Cashew Chicken	1	5.0																																																																																																												5																																															
Vineyards	1	44.0																																																																					44																																																																																						
Tiger Pressure Wash	1	73.0																																																																																							73																																																																				
Alexan At Lakeside Village	1	30.0																																																																																																																																														30													
Currency Exchange	1	27.0																	27																																																																																																																																										
Restaurants American	1	69.0																																																																																																															69																																												
Sunda	1	81.0				81																																																																																																																																																							
Buffet City	1	17.0																																																																																																																																																					17						
The Ozark Traveler	1	86.0																																																																																																												86																																															
Tasty And Sons	1	82.0												82																																																																																																																																															
Riverwalk Vapors	1	26.0																																																																																																																																																	26										
The First Capital Bank Of Kentucky	1	58.0																																																															58																																																																																												
Hoppy Monk	1	69.0																																																																																								69																																																																			
Quaint Oak Bank	1	72.0																																																																																																															72																																												
Tuesday Specials	1	67.0																			67																																																																																																																																								
Cheap Hair Cut	1	6.0																																																																																																																	6																																										
In Room Jacuzzi	1	41.0																																																									41																																																																																																		
Wells Fargo Bank South Bend	1	57.0																																																																																																														57																																													
Creation Museum	1	99.0																																																															99																																																																																												
Rouxbarb	1	82.0																																																																																																	82																																																										
Indian Restaurant Ventura County	1	44.0																																																																																																																																					44																						
Guardian Credit Union	1	38.0																																																																																																																																		38																									
Woodforest National Bank	1	89.0																																																																																																																																			89																								
Sole Proprietor Seafood & Spirits	1	77.0																																																																										77																																																																																	
Cable Providers	1	81.0																																																							81																																																																																																				
Magic Tree Pub & Eatery	1	8.0																																																																																																																																																										8	
First Interstate Bank	1	33.0																																																																																																																																													33														
Kaufmann Property Management	1	26.0																																																																																																																											26																																
Thanksgiving Brunch Buffet	1	67.0					67																																																																																																																																																						
Vegetarian Hartford	1	90.0																																																																																	90																																																																										
City Cafe Diner	1	72.0																																																																																																																72																																											
Improv Classes	1	28.0																																																																																																																																																28											
Live Jazz	1	19.0																																19																																																																																																																											
Bars Open On Sunday	1	68.0																																																																															68																																																																												
Restaurants, Tremont Street	1	86.0								86																																																																																																																																																			
Taco Mamacita	1	51.0																																																																																																									51																																																		
Sushi X	1	81.0																																																																														81																																																																													
Mandarin Moon	1	68.0																																																																																																													68																																														
Haiku	1	64.0																																																																										64																																																																																	
New York Pizza	1	80.0																																																																																																																																																											80
Phantom Fireworks	1	22.0																																																																																																																																																										22	
Oak Table	1	25.0																																																																																												25																																																															
Koto	1	72.0																																																																														72																																																																													
Communities Of	1	32.0																																																																																																																																																				32							
Marche	1	58.0																																																																		58																																																																																									
Santana Row Restaurants	1	8.0						8																																																																																																																																																					
Best Spa	1	35.0										35																																																																																																																																																	
Eye Care South Bend	1	35.0																																																																																																														35																																													
Afternoon Tea	1	35.0								35																																																																																																																																																			
Plae Bistro	1	84.0																																																																																																																																	84																										
Wild Eggs	1	65.0																																																															65																																																																																												
Bancfirst	1	51.0																																																													51																																																																																														
Rizzos Diner	1	72.0																																																																							72																																																																																				
Southern Kitchen	1	81.0																																																									81																																																																																																		
Mangia Mangia	1	77.0																																																																																																																						77																																					
Midtown Bars	1	83.0													83																																																																																																																																														
Pedicure Sioux Falls	1	29.0																																																																																																																																				29																							
First Bank	1	53.0																																																																																																									53																																																		
Mediasation	1	48.0																																																																																																				48																																																							
Decca	1	44.0																																																															44																																																																																												
Alinea	1	65.0				65																																																																																																																																																							
Gilt Bar	1	60.0				60																																																																																																																																																							
Mellow Mushroom	1	56.0																																																																																																																																		56																									
Burgatory	1	65.0																															65																																																																																																																												
Voodoo Bbq & Grill	1	87.0																																																																																							87																																																																				
Obgyn	1	91.0																																																																																																																																																									91		
Waxing Salons	1	32.0																																																																																																		32																																																									
Wilcoxson	1	58.0																																																																																																																																													58														
China Gourmet	1	56.0																																																																																																			56																																																								
B&h Camera	1	80.0																					80																																																																																																																																						
Good Places For Lunch	1	61.0								61																																																																																																																																																			
